Batch,Cost
687,0.1036493900408461
688,0.09238659276058378
689,0.11618540407256894
690,0.0928542478616061
691,0.09387573372338565
692,0.11335692900272427
693,0.07893452362598755
694,0.09470398842557043
695,0.156428872016991
696,0.13005623535649646
697,0.11544044607629342
698,0.10625691176370422
699,0.07710653135462621
700,0.05257038072395249
701,0.1325775699365741
702,0.09570724683692347
703,0.056327367350532
704,0.11576116463253712
705,0.07321211170868437
706,0.10518848777144266
707,0.07917693893473567
708,0.09243883006139876
709,0.1101128445114185
710,0.09229447771286761
711,0.13125241507716057
712,0.13231844794733275
713,0.14101268425994154
714,0.08195861174871721
715,0.13490078573673878
716,0.07288085286076028
717,0.13201490879979746
718,0.11065593445322686
719,0.08314829003082756
720,0.07961529645116425
721,0.14614422513368316
722,0.0825294783291514
723,0.08251105942358315
724,0.07935338353472979
725,0.138072410552152
726,0.0802445593635571
727,0.10400240921032385
728,0.10358295915566225
729,0.12507219063788377
730,0.15325719906046756
731,0.10429951757003292
732,0.07763295797048489
733,0.09433287090186933
734,0.1140476224175481
735,0.05203571195391337
736,0.09895782284329836
737,0.09809074766050609
738,0.13014955243255322
739,0.1328122744400634
740,0.05288177049343019
741,0.09319196517591083
742,0.1267997670632354
743,0.1170996823709747
744,0.10588701168458428
745,0.06765819014310763
746,0.09884680857717389
747,0.15616640966314144
748,0.060185363649427136
749,0.06359000151543855
750,0.09121242677898422
751,0.09979687334268071
752,0.12115877793652025
753,0.10772908390539497
754,0.08108803644629285
755,0.1108937850705038
756,0.12344021379033206
757,0.13759216588060588
758,0.10198404774284246
759,0.0860792790363249
760,0.08661283025099925
761,0.08161079428519956
762,0.08807109107088364
763,0.11831135485688775
764,0.08114552000626694
765,0.12049663337197133
766,0.07734982062631442
767,0.09070412567971706
768,0.08953741039514355
769,0.12164612452581569
770,0.06455213708969182
771,0.07648283848587409
772,0.0949123868304643
773,0.09479781889111757
774,0.10659108078836908
775,0.09088818693948894
776,0.10037998065561622
777,0.10259293015413826
778,0.10454941856742338
779,0.10764742260278728
780,0.10817761761584299
781,0.15534689683357095
782,0.1065713930674473
783,0.10258610183717737
784,0.11030575384654322
785,0.14046290113592855
786,0.1053541216655228
787,0.12865693689509214
788,0.17892866310192862
789,0.08967498071559155
790,0.11168979922719957
791,0.08772701705722494
792,0.13199556064965065
793,0.09992146558700923
794,0.1154431350516473
795,0.07366097013166684
796,0.08958611655163287
797,0.15222547390963975
798,0.0905459183048392
799,0.11398580810099564
800,0.06170313021914331
801,0.05916348931407241
802,0.10324719984094755
803,0.09655401680734854
804,0.10026922952089365
805,0.13323875191484585
806,0.050378935572102816
807,0.13938951381407919
808,0.09681068395960928
809,0.07535891648848789
810,0.07950348503861887
811,0.08085659823322423
812,0.07355075107389963
813,0.06428903292927034
814,0.0836947112549399
815,0.0886022474104978
816,0.0687050858886442
817,0.05538079648523133
818,0.12906832488543984
819,0.1036483893289523
820,0.09712228207137225
821,0.12127590367355348
822,0.07988447168564246
823,0.047781182267059276
824,0.0922372225884539
825,0.07731746465521036
826,0.09968601866885807
827,0.11828252263263775
828,0.15915015288539125
829,0.11876981998101557
830,0.10537262788597024
831,0.11496620374637928
832,0.08575129731982291
833,0.11655152777321724
834,0.09314191382640111
835,0.1072678904720023
836,0.07996521014938
837,0.07457517702545653
838,0.09824946888971983
839,0.08274437476296609
840,0.10749040519274132
841,0.12582472764504962
842,0.08502166051024647
843,0.08039866227698143
844,0.09273594726886893
845,0.04873376390123535
846,0.0787355101109623
847,0.09338645625374195
848,0.12285146745369467
849,0.13578414150424295
850,0.08006160172322144
851,0.08590583834662066
852,0.1061621888636673
853,0.09700959450815484
854,0.10100117628141124
855,0.08766402463052135
856,0.07035909985083898
857,0.12279741520454246
858,0.13900330907276567
859,0.08469771879600875
860,0.0993802240565357
861,0.10862801591084996
862,0.07573979944381098
863,0.0782799950312848
864,0.09692908871848303
865,0.13590980340467085
866,0.11686287197877242
867,0.10314054385438055
868,0.133803330240507
869,0.09578465359821661
870,0.14108111736874637
871,0.09736813808141558
872,0.10950566864343264
873,0.07258335013854164
874,0.10806907345753254
875,0.11040913725267483
876,0.08473308590848454
877,0.0640880494510511
878,0.07120195602957131
879,0.07788146138594328
880,0.09661703190757726
881,0.1167467630753674
882,0.07697520118354467
883,0.07301298460578387
884,0.09949757781234332
885,0.08666940529557589
886,0.10084024278782833
887,0.11126592269219542
888,0.0785650326387068
889,0.13774054363264615
890,0.09383309999305381
891,0.1198572593008475
892,0.12058564615169651
893,0.06461712774738188
894,0.09867339679487187
895,0.07744788929103011
896,0.13306424143615928
897,0.1340268157315877
898,0.08039032136313175
899,0.06008591100541492
900,0.053258286325491205
901,0.0687992055259024
902,0.08439970311437664
903,0.11684811004780774
904,0.11752820116960948
905,0.1189486379268262
906,0.06331807223438796
907,0.12231674379655015
908,0.09045932578168715
909,0.07769810706993996
910,0.104935859156384
911,0.1159392025375177
912,0.14206865477758043
913,0.0825473107175857
914,0.07589050107793226
915,0.08958634729657498
916,0.1104800894169709
917,0.09963560704300117
918,0.09488682728787232
919,0.06503050971165657
920,0.11285120239085238
921,0.07305098987484727
922,0.059410697100291204
